state,total_medicaid_enrollees,total_viii_group_enrollees,total_viii_group_newly_eligible_enrollees,total_viii_group_not_newly_eligible_enrollees,updated_year,updated_month,enrollment_year,enrollment_month,location,notes
N. Mariana Islands,15970,"","","",2021,1,2020,1,"",""
Rhode Island,288154,64223,64223,0,2021,1,2020,3,"Rhode Island
(41.572574, -71.534637)",""
Puerto Rico,1153937,401981,"",401981,2021,1,2020,2,"Puerto Rico
(18.215692, -66.414655)",""
Nebraska,239083,"","","",2021,1,2020,2,"Nebraska
(41.527099, -99.810595)",""
Texas,4147182,"","","",2021,1,2020,2,"Texas
(31.447238, -99.317341)",""
Oregon,979915,480418,395374,85044,2021,1,2020,3,"Oregon
(43.940449, -120.605279)",""
Mississippi,670300,"","","",2021,1,2020,3,"Mississippi
(32.713378, -89.65344)",""
South Carolina,1270303,"","","",2021,1,2020,1,"South Carolina
(33.878572, -80.864614)",""
Wyoming,54765,"","","",2021,1,2020,3,"Wyoming
(42.999627, -107.55145)",""
Alabama,1052527,"","","",2021,1,2020,1,"Alabama
(32.756889, -86.844516)",""
Minnesota,1067491,189830,189161,669,2021,1,2020,1,"Minnesota
(46.349153, -94.198308)",""
Massachusetts,1707448,341139,0,341139,2021,1,2020,3,"Massachusetts
(42.151077, -71.481104)",""
Delaware,213664,62896,9558,53338,2021,1,2020,3,"Delaware
(38.994926, -75.452394)",""
Kansas,355796,"","","",2021,1,2020,2,"Kansas
(38.484729, -98.38018)",""
California,12369407,3666116,3643990,22126,2021,1,2020,1,"California
(37.211164, -119.662127)",""
Alaska,215116,55192,55185,7,2021,1,2020,2,"Alaska
(63.631126, -151.631889)","Alaska expanded its Medicaid program by adopting the VIII Group on September 1, 2015."
Minnesota,1057545,187800,187030,770,2021,1,2020,2,"Minnesota
(46.349153, -94.198308)",""
North Dakota,90795,20746,19748,998,2021,1,2020,1,"North Dakota
(47.446305, -100.46931)",""
North Carolina,2149751,"","","",2021,1,2020,3,"North Carolina
(35.52603, -79.130883)",""
Wisconsin,1184182,"","","",2021,1,2020,1,"Wisconsin
(44.639954, -89.732969)",""
New Hampshire,182959,54291,54018,273,2021,1,2020,1,"New Hampshire
(43.680429, -71.57139)","New Hampshire expanded its Medicaid program by adopting the VIII Group on August 15, 2014."
Nebraska,238922,"","","",2021,1,2020,3,"Nebraska
(41.527099, -99.810595)",""
Virginia,1363807,386989,386989,0,2021,1,2020,3,"Virginia
(37.510861, -78.666382)","Virginia expanded its Medicaid program by adopting the VIII Group on January 1, 2019."
Kentucky,1275868,447391,447391,0,2021,1,2020,3,"Kentucky
(37.526683, -85.290484)",""
Virgin Islands,30971,14481,"",14481,2021,1,2020,2,"Virgin Islands
(18.060868, -64.840836)","The Virgin Islands expanded its Medicaid program by adopting the VIII Group on June 1, 2015."
Arkansas,829713,258175,257349,826,2021,1,2020,3,"Arkansas
(34.899825, -92.439162)",""
Guam,34489,4001,"",4001,2021,1,2020,1,"Guam
(13.3532, 144.653198)",""
Maryland,1248618,311202,311202,0,2021,1,2020,1,"Maryland
(38.946466, -76.687282)",""
Maryland,1252460,311874,311874,0,2021,1,2020,2,"Maryland
(38.946466, -76.687282)",""
North Dakota,90038,20396,19410,986,2021,1,2020,2,"North Dakota
(47.446305, -100.46931)",""
Iowa,600548,175823,159864,15959,2021,1,2020,1,"Iowa
(42.074659, -93.500061)",""
Texas,4158007,"","","",2021,1,2020,3,"Texas
(31.447238, -99.317341)",""
Illinois,2644815,684423,578327,106096,2021,1,2020,3,"Illinois
(40.124144, -89.148632)",""
Vermont,163696,53963,0,53963,2021,1,2020,1,"Vermont
(44.075252, -72.662695)",""
Georgia,2038164,"","","",2021,1,2020,2,"Georgia
(32.638481, -83.426574)",""
California,12251774,3622935,3599792,23143,2021,1,2020,2,"California
(37.211164, -119.662127)",""
New Jersey,1593553,528565,528565,0,2021,1,2020,2,"New Jersey
(40.110253, -74.655514)",""
Wisconsin,1185037,"","","",2021,1,2020,2,"Wisconsin
(44.639954, -89.732969)",""
Delaware,212535,62429,9662,52767,2021,1,2020,1,"Delaware
(38.994926, -75.452394)",""
Mississippi,671258,"","","",2021,1,2020,2,"Mississippi
(32.713378, -89.65344)",""
Rhode Island,286177,63214,63214,0,2021,1,2020,2,"Rhode Island
(41.572574, -71.534637)",""
Guam,34363,4464,"",4464,2021,5,2020,5,"Guam
(13.3532, 144.653198)",""
Amer. Samoa,35002,"","","",2021,5,2020,4,"",""
Michigan,2465001,708445,660034,48411,2021,5,2020,4,"Michigan
(44.874798, -85.730977)","Michigan expanded its Medicaid program by adopting the VIII Group on April 1, 2014."
South Carolina,1288568,"","","",2021,5,2020,5,"South Carolina
(33.878572, -80.864614)",""
Alabama,1082699,"","","",2021,5,2020,6,"Alabama
(32.756889, -86.844516)",""
Nevada,627716,227050,227050,0,2021,5,2020,5,"Nevada
(39.283294, -114.916992)",""
Totals,76114580,16122919,12761433,3361486,2021,5,2020,4,"",""
Alaska,219037,56934,56931,3,2021,5,2020,4,"Alaska
(63.631126, -151.631889)","Alaska expanded its Medicaid program by adopting the VIII Group on September 1, 2015."
California *,12496095,3763540,3737423,26117,2021,5,2020,6,"California *
(37.211164, -119.662127)",Awaiting state reporting/enrollment reasonableness review in progress.
Colorado,1224701,387995,380126,7869,2021,5,2020,4,"Colorado
(38.998552, -105.547832)",""
Florida,4109278,"","","",2021,5,2020,6,"Florida
(28.260731, -82.420978)",""
Totals,78055480,16755755,13275696,3480059,2021,5,2020,6,"",""
Montana,240538,88868,88868,0,2021,5,2020,4,"Montana
(47.033521, -109.645127)","Montana expanded its Medicaid program by adopting the VIII Group on January 1, 2016."
Oklahoma,677003,"","","",2021,5,2020,4,"Oklahoma
(35.583449, -97.508297)",""
Puerto Rico,1174184,418358,"",418358,2021,5,2020,6,"Puerto Rico
(18.215692, -66.414655)",""
Michigan,2534597,751687,704359,47328,2021,5,2020,6,"Michigan
(44.874798, -85.730977)","Michigan expanded its Medicaid program by adopting the VIII Group on April 1, 2014."
North Dakota,94761,21528,20429,1099,2021,5,2020,6,"North Dakota
(47.446305, -100.46931)",""
Minnesota,1098085,203617,202953,664,2021,5,2020,6,"Minnesota
(46.349153, -94.198308)",""
Washington,1795931,599716,584238,15478,2021,5,2020,6,"Washington
(47.411715, -120.592492)",""
Idaho,366300,73231,73231,0,2021,5,2020,6,"Idaho
(44.389073, -114.659366)","Idaho expanded its Medicaid program by adopting VIII Group on January 1, 2020."
West Virginia,529406,166625,166625,0,2021,5,2020,5,"West Virginia
(38.642579, -80.613729)",""
Georgia,2028836,"","","",2021,5,2020,4,"Georgia
(32.638481, -83.426574)",""
Rhode Island,296178,69348,69348,0,2021,5,2020,4,"Rhode Island
(41.572574, -71.534637)",""
Louisiana,1698669,527673,527673,0,2021,5,2020,6,"Louisiana
(30.921314, -91.840238)","Louisiana expanded its Medicaid program by adopting the VIII Group on July 1, 2016."
Tennessee,1599722,"","","",2021,5,2020,6,"Tennessee
(35.842998, -86.343226)",""
North Carolina,2211323,"","","",2021,5,2020,5,"North Carolina
(35.52603, -79.130883)",""
Ohio,2865708,566910,566594,316,2021,5,2020,4,"Ohio
(40.415534, -82.70936)",""
Alabama,1073085,"","","",2021,5,2020,5,"Alabama
(32.756889, -86.844516)",""
Maine,301721,56856,44746,12110,2021,5,2020,5,"Maine
(45.117911, -69.06137)","Maine Expanded its Medicaid program by adopting the VIII Group on July 1, 2018."
N. Mariana Islands,16241,"","","",2021,5,2020,6,"",""
Virgin Islands,31298,14717,"",14717,2021,5,2020,4,"Virgin Islands
(18.060868, -64.840836)","The Virgin Islands expanded its Medicaid program by adopting the VIII Group on June 1, 2015."
Vermont,171014,58872,0,58872,2021,5,2020,5,"Vermont
(44.075252, -72.662695)",""
Connecticut,971365,276562,250855,25707,2021,5,2020,4,"Connecticut
(41.575155, -72.738288)",""
Missouri,903605,"","","",2021,5,2020,5,"Missouri
(38.3675, -92.477244)",""
New Jersey,1624308,546796,546796,0,2021,5,2020,4,"New Jersey
(40.110253, -74.655514)",""
Arkansas,858323,271421,270530,891,2021,5,2020,5,"Arkansas
(34.899825, -92.439162)",""
Kansas,360497,"","","",2021,5,2020,4,"Kansas
(38.484729, -98.38018)",""
New Hampshire,191327,58376,58081,295,2021,5,2020,5,"New Hampshire
(43.680429, -71.57139)","New Hampshire expanded its Medicaid program by adopting the VIII Group on August 15, 2014."
Kentucky,1334076,479906,479906,0,2021,5,2020,4,"Kentucky
(37.526683, -85.290484)",""
Alaska,221897,58593,58589,4,2021,5,2020,6,"Alaska
(63.631126, -151.631889)","Alaska expanded its Medicaid program by adopting the VIII Group on September 1, 2015."
Iowa,621957,185815,166008,19807,2021,5,2020,5,"Iowa
(42.074659, -93.500061)",""
Colorado,1282749,418599,410636,7963,2021,5,2020,6,"Colorado
(38.998552, -105.547832)",""
Arizona,1944923,464212,113446,350766,2021,5,2020,5,"Arizona
(34.293239, -111.664616)",""
Arizona,1916119,447308,107000,340308,2021,5,2020,4,"Arizona
(34.293239, -111.664616)",""
Montana,242849,90166,90166,0,2021,5,2020,5,"Montana
(47.033521, -109.645127)","Montana expanded its Medicaid program by adopting the VIII Group on January 1, 2016."
South Dakota,105926,"","","",2021,5,2020,5,"South Dakota
(44.43614, -100.230491)",""
Montana,245643,91425,91425,0,2021,5,2020,6,"Montana
(47.033521, -109.645127)","Montana expanded its Medicaid program by adopting the VIII Group on January 1, 2016."
Ohio,2906252,562256,561960,296,2021,5,2020,6,"Ohio
(40.415534, -82.70936)",""
Tennessee,1576964,"","","",2021,5,2020,4,"Tennessee
(35.842998, -86.343226)",""
Hawaii,323268,119145,19966,99179,2021,5,2020,5,"Hawaii
(21.361013, -157.854309)",""
Maine,306263,58734,46478,12256,2021,5,2020,6,"Maine
(45.117911, -69.06137)","Maine Expanded its Medicaid program by adopting the VIII Group on July 1, 2018."
Massachusetts,1707432,347887,0,347887,2021,5,2020,4,"Massachusetts
(42.151077, -71.481104)",""
Virginia *,1381055,396623,396623,0,2021,5,2020,4,"Virginia *
(37.510861, -78.666382)","Virginia expanded its Medicaid program by adopting the VIII Group on January 1, 2019. Awaiting state reporting/enrollment reasonableness review in progress."
New Jersey,1664309,570088,570088,0,2021,5,2020,6,"New Jersey
(40.110253, -74.655514)",""
New York,6273086,1989325,337387,1651938,2021,5,2020,5,"New York
(42.921241, -75.59655)",""
Delaware,220485,65370,9719,55651,2021,5,2020,5,"Delaware
(38.994926, -75.452394)",""
Oregon,1023014,508962,418704,90258,2021,5,2020,5,"Oregon
(43.940449, -120.605279)",""
Puerto Rico,1151185,403839,"",403839,2021,5,2020,4,"Puerto Rico
(18.215692, -66.414655)",""
Dist. Of Col.,262069,107562,67112,40450,2021,5,2020,6,"",""
West Virginia,535649,170755,170755,0,2021,5,2020,6,"West Virginia
(38.642579, -80.613729)",""
Wyoming,57280,"","","",2021,5,2020,4,"Wyoming
(42.999627, -107.55145)",""
Missouri,884673,"","","",2021,5,2020,4,"Missouri
(38.3675, -92.477244)",""
Washington,1775512,585985,570703,15282,2021,5,2020,5,"Washington
(47.411715, -120.592492)",""
Florida,3943838,"","","",2021,5,2020,4,"Florida
(28.260731, -82.420978)",""
Louisiana,1680231,519378,519378,0,2021,5,2020,5,"Louisiana
(30.921314, -91.840238)","Louisiana expanded its Medicaid program by adopting the VIII Group on July 1, 2016."
Oklahoma,687032,"","","",2021,5,2020,5,"Oklahoma
(35.583449, -97.508297)",""
Hawaii,322872,119311,20005,99306,2021,5,2020,6,"Hawaii
(21.361013, -157.854309)",""
Illinois,2713248,712712,606814,105898,2021,5,2020,4,"Illinois
(40.124144, -89.148632)",""
Pennsylvania,2970037,843748,800276,43472,2021,5,2020,6,"Pennsylvania
(40.896694, -77.838886)","Pennsylvania expanded its Medicaid program by adopting the VIII Group on January 1, 2015."
Louisiana,1660978,510425,510425,0,2021,5,2020,4,"Louisiana
(30.921314, -91.840238)","Louisiana expanded its Medicaid program by adopting the VIII Group on July 1, 2016."
Indiana,1453120,370983,370983,0,2021,5,2020,5,"Indiana
(39.919991, -86.2818)","Indiana expanded its Medicaid program by adopting the VIII Group on February 1, 2015."
Idaho,358616,69012,69012,0,2021,5,2020,4,"Idaho
(44.389073, -114.659366)","Idaho expanded its Medicaid program by adopting VIII Group on January 1, 2020."
Utah,325271,57731,57147,584,2021,5,2020,5,"Utah
(39.323779, -111.678222)","Utah expanded its Medicaid program by adopting VIII Group on January 1, 2020."
Amer. Samoa,35002,"","","",2021,5,2020,6,"",""
Washington,1757505,575051,560136,14915,2021,5,2020,4,"Washington
(47.411715, -120.592492)",""
New Hampshire,193532,59562,59263,299,2021,5,2020,6,"New Hampshire
(43.680429, -71.57139)","New Hampshire expanded its Medicaid program by adopting the VIII Group on August 15, 2014."
New Mexico,862131,274430,274430,0,2021,5,2020,6,"New Mexico
(34.421369, -106.108388)",""
New Mexico,846818,270756,270756,0,2021,5,2020,4,"New Mexico
(34.421369, -106.108388)",""
South Dakota,107674,"","","",2021,5,2020,6,"South Dakota
(44.43614, -100.230491)",""
Texas,4283983,"","","",2021,5,2020,4,"Texas
(31.447238, -99.317341)",""
Connecticut,979151,280041,254233,25808,2021,5,2020,5,"Connecticut
(41.575155, -72.738288)",""
Iowa,631614,189005,166558,22447,2021,5,2020,6,"Iowa
(42.074659, -93.500061)",""
New York,6179273,1936491,325209,1611282,2021,5,2020,4,"New York
(42.921241, -75.59655)",""
Maryland,1300946,334228,334228,0,2021,5,2020,6,"Maryland
(38.946466, -76.687282)",""
South Carolina,1300405,"","","",2021,5,2020,6,"South Carolina
(33.878572, -80.864614)",""
Amer. Samoa,35002,"","","",2021,5,2020,5,"",""
Arkansas,839997,263586,262732,854,2021,5,2020,4,"Arkansas
(34.899825, -92.439162)",""
Missouri,920287,"","","",2021,5,2020,6,"Missouri
(38.3675, -92.477244)",""
Idaho,361917,70488,70488,0,2021,5,2020,5,"Idaho
(44.389073, -114.659366)","Idaho expanded its Medicaid program by adopting VIII Group on January 1, 2020."
Guam,33256,4416,"",4416,2021,5,2020,6,"Guam
(13.3532, 144.653198)",""
Wisconsin,1267446,"","","",2021,5,2020,6,"Wisconsin
(44.639954, -89.732969)",""
Nebraska,241710,0,0,0,2021,5,2020,4,"Nebraska
(41.527099, -99.810595)",""
Vermont,172951,60071,0,60071,2021,5,2020,6,"Vermont
(44.075252, -72.662695)",""
N. Mariana Islands,15702,"","","",2021,5,2020,5,"",""
South Dakota,104300,"","","",2021,5,2020,4,"South Dakota
(44.43614, -100.230491)",""
Totals,77169947,16440132,13010273,3429859,2021,5,2020,5,"",""
Michigan,2506063,721420,672485,48935,2021,5,2020,5,"Michigan
(44.874798, -85.730977)","Michigan expanded its Medicaid program by adopting the VIII Group on April 1, 2014."
Kentucky,1370771,498105,498105,0,2021,5,2020,5,"Kentucky
(37.526683, -85.290484)",""
Connecticut,984812,282690,257036,25654,2021,5,2020,6,"Connecticut
(41.575155, -72.738288)",""
Oklahoma,726619,"","","",2021,5,2020,6,"Oklahoma
(35.583449, -97.508297)",""
Pennsylvania,2932848,819596,777610,41986,2021,5,2020,5,"Pennsylvania
(40.896694, -77.838886)","Pennsylvania expanded its Medicaid program by adopting the VIII Group on January 1, 2015."
Tennessee,1588211,"","","",2021,5,2020,5,"Tennessee
(35.842998, -86.343226)",""
Mississippi,667610,"","","",2021,5,2020,4,"Mississippi
(32.713378, -89.65344)",""
New Mexico,856649,273414,273414,0,2021,5,2020,5,"New Mexico
(34.421369, -106.108388)",""
Dist. Of Col.,259796,106136,66064,40072,2021,5,2020,5,"",""
Pennsylvania,2886869,797227,757130,40097,2021,5,2020,4,"Pennsylvania
(40.896694, -77.838886)","Pennsylvania expanded its Medicaid program by adopting the VIII Group on January 1, 2015."
Virginia *,1430388,416491,416491,0,2021,5,2020,5,"Virginia *
(37.510861, -78.666382)","Virginia expanded its Medicaid program by adopting the VIII Group on January 1, 2019. Awaiting state reporting/enrollment reasonableness review in progress."
Indiana,1428654,359030,359030,0,2021,5,2020,4,"Indiana
(39.919991, -86.2818)","Indiana expanded its Medicaid program by adopting the VIII Group on February 1, 2015."
Maine,296032,54534,42392,12142,2021,5,2020,4,"Maine
(45.117911, -69.06137)","Maine Expanded its Medicaid program by adopting the VIII Group on July 1, 2018."
Arizona,1977681,479095,125699,353396,2021,5,2020,6,"Arizona
(34.293239, -111.664616)",""
Massachusetts,1700706,345470,0,345470,2021,5,2020,5,"Massachusetts
(42.151077, -71.481104)",""
West Virginia,523766,165063,165063,0,2021,5,2020,4,"West Virginia
(38.642579, -80.613729)",""
New York,6358951,2031049,346732,1684317,2021,5,2020,6,"New York
(42.921241, -75.59655)",""
Utah,316033,54480,53940,540,2021,5,2020,4,"Utah
(39.323779, -111.678222)","Utah expanded its Medicaid program by adopting VIII Group on January 1, 2020."
Wyoming,58110,"","","",2021,5,2020,5,"Wyoming
(42.999627, -107.55145)",""
Dist. Of Col.,257688,104682,64959,39723,2021,5,2020,4,"",""
Nevada,608671,221113,221113,0,2021,5,2020,4,"Nevada
(39.283294, -114.916992)",""
Utah,335820,61155,60550,605,2021,5,2020,6,"Utah
(39.323779, -111.678222)","Utah expanded its Medicaid program by adopting VIII Group on January 1, 2020."
Colorado,1259631,405396,397349,8047,2021,5,2020,5,"Colorado
(38.998552, -105.547832)",""
Kansas,369807,"","","",2021,5,2020,6,"Kansas
(38.484729, -98.38018)",""
North Carolina,2192197,"","","",2021,5,2020,4,"North Carolina
(35.52603, -79.130883)",""
Ohio,2891194,566246,565948,298,2021,5,2020,5,"Ohio
(40.415534, -82.70936)",""
Virgin Islands,31682,15024,"",15024,2021,5,2020,6,"Virgin Islands
(18.060868, -64.840836)","The Virgin Islands expanded its Medicaid program by adopting the VIII Group on June 1, 2015."
Florida,4044252,"","","",2021,5,2020,5,"Florida
(28.260731, -82.420978)",""
Indiana,1475181,381111,381111,0,2021,5,2020,6,"Indiana
(39.919991, -86.2818)","Indiana expanded its Medicaid program by adopting the VIII Group on February 1, 2015."
Hawaii,318070,116329,19271,97058,2021,5,2020,4,"Hawaii
(21.361013, -157.854309)",""
Nevada,644373,235160,235160,0,2021,5,2020,6,"Nevada
(39.283294, -114.916992)",""
Oregon,1008483,500627,411822,88805,2021,5,2020,4,"Oregon
(43.940449, -120.605279)",""
Georgia,2076053,"","","",2021,5,2020,6,"Georgia
(32.638481, -83.426574)",""
Illinois,2739445,731491,625798,105693,2021,5,2020,5,"Illinois
(40.124144, -89.148632)",""
N. Mariana Islands,15915,"","","",2021,5,2020,4,"",""
Rhode Island,302210,72301,72301,0,2021,5,2020,6,"Rhode Island
(41.572574, -71.534637)",""
Puerto Rico,1162631,411341,"",411341,2021,5,2020,5,"Puerto Rico
(18.215692, -66.414655)",""
Nebraska,245102,0,0,0,2021,5,2020,5,"Nebraska
(41.527099, -99.810595)",""
Texas,4371891,"","","",2021,5,2020,5,"Texas
(31.447238, -99.317341)",""
Oregon,1033756,519499,428918,90581,2021,5,2020,6,"Oregon
(43.940449, -120.605279)",""
Mississippi,697178,"","","",2021,5,2020,6,"Mississippi
(32.713378, -89.65344)",""
South Carolina,1277974,"","","",2021,5,2020,4,"South Carolina
(33.878572, -80.864614)",""
Wyoming,59487,"","","",2021,5,2020,6,"Wyoming
(42.999627, -107.55145)",""
Alabama,1063729,"","","",2021,5,2020,4,"Alabama
(32.756889, -86.844516)",""
Minnesota,1086222,197841,197333,508,2021,5,2020,4,"Minnesota
(46.349153, -94.198308)",""
Massachusetts,1707937,347371,0,347371,2021,5,2020,6,"Massachusetts
(42.151077, -71.481104)",""
Delaware,224059,66483,9816,56667,2021,5,2020,6,"Delaware
(38.994926, -75.452394)",""
Kansas,364759,"","","",2021,5,2020,5,"Kansas
(38.484729, -98.38018)",""
California *,12380947,3713452,3688474,24978,2021,5,2020,4,"California *
(37.211164, -119.662127)",Awaiting state reporting/enrollment reasonableness review in progress.
Alaska,220423,57233,57229,4,2021,5,2020,5,"Alaska
(63.631126, -151.631889)","Alaska expanded its Medicaid program by adopting the VIII Group on September 1, 2015."
